Time,Value
0,21.207592441913587
0.23023712957550146,2.0338433642646554
0.7730498882040204,0.05980904130634814
1.4086248381564044,0.12228168234541137
2.245520227201735,7.6615880749163034
3.106341653112355,1.2919954253955688
3.7169568284079495,1.7307824077130984
4.337800977400752,2.1599304816140887
4.465601245158633,2.245923945184252
4.561963624651129,2.3102260842281104
4.953408913366157,2.566701293633304
5.2745562424608465,2.7715212502382434
5.429970403282806,2.8688690767565457
5.902517035138568,3.157983595997168
5.904638527671617,3.1592587715089486
5.923009596821966,3.1702927957200626
6.188011973709763,13.327809953062388
6.3659421457595755,3.4318743208259406
6.993340604187288,3.7884233829690848
7.815569942052327,4.232880645502274
8.29733727979532,4.482278112333487
8.500292501674316,4.58506425083834
9.48503680340591,5.065962083227717
10.42719493280418,5.500787932903097
11.180623110291943,5.832593077596378
11.590767538756682,6.00775033658662
11.691504785684748,6.050209922493768
12.091668275016383,6.216760896763915
12.938655687672478,6.558679895273734
13.307723718204944,6.7034168465888655
13.554991361402866,6.799016142958655
14.11604307974842,9.012010559419497
14.309890990987276,7.0843783224494175
14.70950192287117,7.231652908173927
15.260299476223596,7.430583862120072
15.830072798927795,7.631643728876103
16.21530166978049,7.7649827048389835
16.932881977203255,8.008038589717819
17.930810286737984,8.335219505666938
18.087527650547774,8.385514791081603
18.37818107068261,8.478044205864006
18.751594267074168,8.595521147275505
18.853080831600472,8.627182708291391
19.746203871235526,8.901078694009305
20.731276837674606,9.19378665430118
21.34080934796863,9.370269830191347
22.203253139723316,9.614272888827644
23.15400765985533,9.875932749005045
23.795063198368204,10.048255216359257
24.70610618900702,10.287768241330728
25.53963232549026,10.501636949517506
25.983998914303132,10.613688921791864
26.77127642151573,10.808991031761469
27.00791024277262,10.866912173619884
27.26324294736618,10.929015206476882
27.564566199453456,11.00178470174858
27.664764626048548,11.025859536303695
28.558159952907463,11.237867079285271
28.643843179588462,11.257954721407643
29.467366591869624,11.448902810759039
29.599196405894787,11.479119983924184
29.8959188950889,11.546787414225056
29.94453326764897,11.557828687193888
30.18080960922971,11.611312226161449
30.3880195167071,11.657973431252007
30.90964381753558,11.774449027434706
31.107233011501506,11.818206068714026
31.77132103073531,11.963842056636969
32.5561287986772,19.133189081118502
32.827733060127144,12.191118692379662
33.71152948942197,12.377284366693726
34.21713416792235,10.482221319811522
34.982844969821485,12.639046095951835
35.43800900361223,12.731102743698703
35.53681654931671,20.75097403392403
35.91447954910315,12.826561657522157
36.642537353101716,12.97067733547475
37.155856371036144,13.071048469791418
37.1647073329986,13.072770315101543
37.64660593928168,13.166073175559601
38.36589145838732,13.30374148931198
39.225739345188025,13.465876452471797
39.88173022276531,13.587842190176334
40.14943543491663,13.637195905166125
40.72661501239438,13.74279296503406
41.28603263984369,13.844102851644406
41.939604757655786,13.961200671063493
42.17138558099912,14.00240701420319
42.27714625346514,14.02115420140842
42.62697346579052,14.082920897546666
42.9582592326473,14.141072089925785
43.42239971541804,14.221992430261857
43.654335576422966,14.26219129863317
44.43522759777415,14.396390663571001
44.687492219361836,14.439372228359673
45.2075791761197,14.527425002623572
45.908238339053156,14.644875733465527
46.67808411979918,14.77240749389162
47.67584565244702,14.935400723017008
48.36972383513354,15.047267829042346
49.02822991494112,22.152336287897917
49.07853098212167,15.160318931748861
49.243151236310794,15.186401291115251
49.61809257469734,15.245565803178318
50.19564267893752,15.33605400369706
50.817385171395465,15.432603808162186
51.6227271688952,15.556364334906432
51.74777042161192,15.57545086773489
52.2016986007078,15.644450148943417
52.65908919788745,15.713523857327525
52.94572176636994,15.756581936307354
53.13552434497276,15.784998316877614
54.01111621971216,15.915112980253554
54.335867626310076,15.962970074405368
55.22854507653786,16.09342389845355
55.35902509303737,16.112359157846083
55.44024584436183,16.124129000033115
56.28482309035419,16.245757147453904
56.594279948033765,16.289978896796875
56.72072552612862,16.30799579574076
57.316949214425094,16.392545242233208
58.21819581564937,16.519101071356598
59.04818860226882,16.634351536817213
59.89413746142587,16.750566346165854
60.78238419252777,16.871264792383712
61.69179905303109,16.993465200097177
61.990359821514616,17.03328613636605
62.56464438415508,17.109475325814437
62.71015127880825,17.12869521977055
63.335766449274296,17.210948973086293
63.50561970504987,17.23317425206271
64.38114078509452,17.347025565366476
65.15493006029381,17.446672730225806
65.89751096996729,17.541458252206443
66.24847803838458,17.585974216855142
66.68252944405829,17.640780740850133
67.0359086739927,17.685200664677932
67.93503336841528,17.797421636346943
68.42669211399618,17.858307850050018
69.2072430766678,17.954287638707655
69.50768987210657,17.991011506436138
69.70569126470886,18.015147130479995
70.13759803801359,18.067613669411585
70.6934232824417,18.134771076210885
71.14300797413902,18.18879710737552
71.73565843622931,18.259617291283476
72.44393646349806,18.343669275342133
73.06965007772908,18.41740091575178
73.64996154019641,18.485351036720825
74.26554843680762,18.556984081122323
74.90066582672793,18.63041358775723
75.49670069141008,18.69889074386233
76.0278921468732,18.759568878617
76.66982663091332,18.832463675343938
77.55893340196305,18.932654299068925
78.33613751677481,19.019513052493302
78.5945403098408,19.048244533339552
79.28514987726554,19.124676767830245
79.88895455768657,19.191082432143016
80.58780022819417,19.267458791166572
81.55444785296274,19.37226455657877
81.96673773413204,19.416673999396263
82.03243540168529,19.42373460971416
82.4865830530836,19.47242323737017
83.35295743345092,6.564734114152095
83.46622617255639,19.576747784119902
83.51069335868267,19.581460677319118
83.88275444140146,19.620817969816336
84.12706874981053,19.64658853345897
84.58314985862357,19.694541844826457
85.01340188046552,19.739596193972275
85.47688034931926,19.78793264989805
86.42934299438245,19.886631253926904
86.4505415759649,19.8888183337984
87.20424403960232,19.96630960438939
87.88658410653548,20.03601678588805
87.98940037183183,20.04648393336421
88.98636813954323,20.147490114525674
89.96693655586394,20.245980592467912
90.58730714439092,20.30786168532564
90.7480558908334,20.32384234890143
91.20588139974787,20.369236187648294
91.6686819408177,20.41494340470995
91.80517315958627,32.428389272613664
92.1690982684824,20.46416391909888
92.55583821155113,20.50206093714954
92.6234003646655,20.5086687547192
92.63335656787424,20.509642189124982
92.95423761992058,20.54097169562245
93.21145445684633,20.566024492129024
94.06170065593784,20.64845642252889
94.38977125658587,20.68010777341783
95.37450919282173,20.774599975336212
95.799286230349,20.815125245542184
96.5176105362097,20.883337884087478
96.89107123513912,20.918645465725078
97.88000033207088,21.011629507848983
98.63203291004051,21.08184899894244
99.04034425793762,21.119799000580986
99.06383811067056,21.12197888187446
99.25955456482295,21.140122766303655
99.35169077732039,21.148654560617064
99.67215491152064,21.178281339382803
99.75062663075855,21.1855246539228
100.3031595398392,21.236400209376292
100.47688843337072,21.25235129772986
100.88584877756227,11.28981531186102
101.7609003744195,21.369579143117335
102.22115289753785,21.41131720301022
102.24478771015752,21.41345655006661
102.39674026355306,21.427201555779973
102.52416417756191,21.43871548081507
103.26885310554931,21.50578150692338
104.264982996574,21.594901548411823
104.46438811676704,21.612661269102357
104.82292897498579,21.64452735898252
105.68000148388866,21.720356210372046
106.38186046199006,21.78209379863994
106.40134876621504,21.783803476169073
107.0160752647481,21.837606579381053
107.31619117153984,21.863785626141414
108.25971351717345,21.945715712805946
108.5779378635833,21.973221865531233
109.39501595368662,22.043557778719137
110.3653029362106,22.12654729730769
110.91428825768729,22.173248364665863
111.76265905744111,22.245060759792132
111.83689407032591,22.251324105527278
112.71425890758205,22.325101945053856
113.00952349207265,22.349829019177037
113.60491145375367,22.399535556922427
113.7000436038885,22.407458711367713
113.86109872538321,22.42086040098069
114.21893718687625,22.450583357894317
114.33911983424717,22.46054955026276
115.28673636072308,22.538842856287435
116.22822497271564,22.616128442738784
117.20325694680838,22.695648213547756
117.61303786327275,22.72891242883081
118.27979866148898,22.78284192306846
118.87910066868352,22.83111048860552
119.87684983234676,22.911045393040848
120.14663374840536,22.93256878538797
120.2994063922398,22.94474005430408
120.58905987300881,22.967782971422686
121.28883715575428,23.023272439386197
121.8388033986288,23.066704947249896
122.81009728199832,23.14303327788961
123.44530693702876,23.192692501947803
124.19098444480332,23.25073017723967
124.58297568422854,21.281129020667482
125.25023371959044,23.33270081389944
125.5301500822576,23.35427046409645
126.30328137577249,23.41364847876766
126.59280882305033,23.435810570243913
127.50975425045779,23.50573448102661
127.62543739489642,23.51452780796336
128.01319284995162,23.543955874442183
128.6387956194534,23.591286130811373
129.50704302478067,23.65667182940917
130.21053206346235,23.709395083062688
130.25795646627827,23.71294117348742
131.1561754184379,23.779911227442003
131.69708872514036,23.820065354129007
132.5459178804813,23.88281374675771
133.44021998230082,23.94857886929356
134.09856962300148,23.99676881439767
134.5474104946103,24.029515291490654
134.88899131147537,24.054378088889447
135.70299814051953,24.11342615256814
136.19509563511394,31.148986254584692
136.30436839320348,24.156868669299946
137.00799974588625,24.207505066302485
137.01448373569298,24.207970718358045
137.2051071451528,24.221652626976965
137.54643514096034,24.246113494980953
137.73342718747494,24.259493558303145
138.20425277572633,31.29311909801498
138.5978398781568,24.321158406391334
139.59231337357085,24.391723330329743
140.3262314837731,24.44354335471023
140.56273520693497,24.460196202194037
141.04727111770623,24.494243957473465
142.0357424501263,24.563414254893658
142.57573637278122,24.60103930040152
143.2324591386206,24.646644632310487
143.74760481809602,24.682301600931574
143.8952419313865,24.692501819787235
143.95875429493032,24.696887305147747
144.55899129741644,24.738257123692776
144.80050191582512,24.754863924907966
145.72567817818242,24.81827701287818
146.34521997384044,24.860561776723056
146.62813514124247,24.879823633685497
146.8929709333351,24.897827677342026
147.501976743269,24.939130803193994
147.87188248066246,24.964151498100954
148.70098213229983,25.02005106909048
149.16287995998522,25.051085085654083
149.32411741927464,25.061900212085934
149.4463244868799,25.070091121384465
150.19343749814576,25.120050027168897
150.84447341527166,25.16342239835654
151.55209354413208,25.210394800369492
151.6283281543294,25.215444830325215
152.55176543395658,25.276455412049472
153.25292615415137,25.32258311981174
154.02424841532317,25.373131678348354
154.669735513758,25.415277949783526
154.7292740546606,25.419158338206035
154.91524866767153,25.431271417708423
155.25192975895504,25.45317083439643
155.76883442721385,25.48671890235998
155.91418807215607,25.496136540824928
156.09855057873472,25.508071487599747
156.45845926413983,25.53133810723833
156.8605418119625,25.55728038266896
157.52645121399954,25.60012761954992
157.83670589773226,25.620041022305706
158.2223543325895,25.644749764539117
158.8010321474813,25.68173550732608
158.9270525505836,25.68977565653813
159.72419305635182,25.74051529133582
160.0152337198715,25.758989972413342
160.47486321485388,25.788111461156724
160.61498540369902,25.796976086647188
161.37917675691045,25.84521252444447
161.46408802149523,25.85056086676225
161.5490218599724,25.855908371252998
162.41004988845992,25.90999229306682
162.96866211707828,25.94495742032496
162.9943694663721,25.946564196936265
163.29069049605442,25.965070348880573
163.84673023602272,25.99972400408534
164.11153534334355,38.01619403857374
164.16428965292283,26.019472636368175
164.9408257323843,26.067635410068256
165.43207325435296,26.098009778376216
165.71989685986017,26.11577254096631
166.50470388881797,26.164080410598032
166.5645598018291,26.16775724792391
166.8500709786829,26.18528105443225
166.97066685752117,26.192675615885538
167.01029544531593,26.195104578731375
167.2745882795173,26.211292082993932
167.56032492720195,26.228769850601765
