Time,Value
0,21.207592441913587
1,7.231694513719602
2,4.967619318060209
3,4.378742089638015
4,4.30806586584755
5,4.446524714396151
6,3.0416763464094494
7,3.603385667259828
8,4.157523691481034
9,4.680625591275492
10,5.1722987507694365
11,5.635388528762149
12,6.073030172603728
13,6.488060692404906
14,6.882928486019113
15,7.259722122488427
16,7.62022339311267
17,7.965959089572989
18,8.298245321645798
19,8.618223848203376
20,8.9268914379048
21,9.225123535978087
22,9.513693392951025
23,9.793287605253987
24,10.064518819659957
25,10.327936188222937
26,10.584034029556776
27,10.833259051071227
28,11.076016409121229
29,11.31267482453427
30,11.543570925307414
31,11.76901295305091
32,11.989283942458494
33,12.204644461799049
34,12.415334985723435
35,12.621577958494628
36,12.823579595274369
37,13.02153146072774
38,13.215611857476862
39,13.405987051493652
40,13.592812357098513
41,13.776233100617512
42,13.956385478782382
43,14.133397325508362
44,18.8528433441089
45,19.023927542133784
46,19.19221105914899
47,19.357794485680692
48,19.520772861454574
49,19.681236085670083
50,19.8392692895127
51,19.99495317504088
52,20.14836432406135
53,20.299575480158072
54,20.448655806654706
55,16.050216577503292
56,16.195229575986108
57,16.338300021322866
58,16.479484933967612
59,16.61883875928164
60,16.75641352364904
61,16.892258978775
62,17.026422735234643
63,17.15895038622844
64,17.2898856224018
65,17.41927033849947
66,17.547144732548357
67,17.67354739819419
68,17.79851541075669
69,17.922084407513974
70,18.04428866267883
71,18.1651611574864
72,18.284733645774423
73,18.40303671540274
74,18.52009984582775
75,18.63595146211981
76,18.75061898568646
77,18.864128881941916
78,18.97650670514274
79,19.08777714059142
80,19.19796404439273
81,19.30709048093279
82,19.415178758236994
83,19.52225046135056
84,19.628326483874076
85,19.733427057776268
86,19.837571781596605
87,19.940779647141998
88,20.043069064773874
89,20.14445788737483
90,20.244963433077448
91,20.344602506831915
92,20.443391420883525
93,20.54134601422609
94,20.638481671092677
95,20.73481333854075
96,20.830355543184897
97,20.925122407126675
98,21.019127663127772
99,21.112384669069574
100,21.204906421739377
101,21.296705569980883
102,21.387794427244085
103,21.478184983567473
104,21.567888917023375
105,21.656917604655245
106,21.745282132933994
107,21.83299330775872
108,21.920061664025646
109,22.006497474787643
110,22.092310760025377
111,22.1775112950498
112,22.26210861855462
113,22.34611204033621
114,22.429530648697483
115,22.512373317551233
116,22.594648713237582
117,22.676365301069364
118,22.757531351618464
119,22.838154946755445
120,22.918243985454033
121,22.99780618937152
122,23.07684910821542
123,23.155380124906234
124,23.23340646054562
125,27.85638972465331
126,27.933427737953867
127,28.009981809539347
128,28.08605855932449
129,28.16166446761965
130,28.236805879101084
131,28.31148900663936
132,28.385719934992142
133,28.459504624367028
134,28.53284891385994
135,28.605758524774338
136,24.13278451837161
137,24.204841480784715
138,24.276480253281285
139,24.347706116971498
140,24.41852425014653
141,24.488939730978764
142,24.55895754013297
143,24.628582563291868
144,24.697819593599586
145,24.766673334026116
146,24.835148399655864
147,24.903249319903274
148,24.97098054065823
149,25.038346426363987
150,25.10535126203015
151,25.17199925518314
152,25.238294537756477
153,25.304241167923124
154,25.36984313187204
155,25.43510434553094
156,25.50002865623726
157,25.56461984435917
158,25.628881624868495
159,25.69281764886713
160,25.756431505068758
161,25.819726721237316
162,25.882706765583816
163,25.94537504812291
164,26.007734921990625
165,26.06978968472461
166,26.13154257950815
167,26.192996796379187
168,26.25415547340558
169,26.315021697827643
170,26.37559850716916
171,26.435888890317838
172,26.49589578857627
173,26.55562209668434
174,26.615070663814
175,26.674244294537374
176,26.73314574976896
177,26.79177774768283
178,26.85014296460561
179,26.908244035886003
180,26.96608355674159
181,27.023664083083638
182,27.080988132320595
183,27.138058184140938
184,27.194876681276
185,27.251446030243418
186,27.307768602071754
187,27.363846733006906
188,27.41968272520083
189,27.475278847383123
190,27.53063733551596
191,27.5857603934329
192,27.640650193462044
193,27.695308877033973
194,27.749738555274956
195,27.80394130958582
196,27.857919192206932
197,27.91167422676966
198,27.96520840883473
199,28.018523706417852
200,28.071622060502946
201,28.12450538554336
202,28.177175569951405
203,28.2296344765765
204,28.28188394317232
205,28.333925782853182
206,28.38576178453998
207,28.43739371339601
208,28.48882331125288
209,28.540052297026847
210,28.59108236712579
211,28.6419151958471
212,28.692552435766743
213,28.742995718119662
214,28.79324665317186
215,28.843306830584286
216,28.893177819768784
217,28.942861170236313
218,28.992358411937644
219,29.041671055596705
220,29.090800593036775
221,29.13974849749975
222,29.18851622395858
223,29.23710520942314
224,29.28551687323964
225,29.333752617383745
226,29.3818138267476
227,29.429701869420878
228,29.477418096966012
229,29.524963844687754
230,29.572340431897207
231,29.61954916217046
232,29.666591323601974
233,29.713468189052808
234,29.760181016393865
235,29.806731048744243
236,29.853119514704805
237,29.899347628587122
238,29.94541659063785
239,29.9913275872587
240,30.03708179122204
241,30.082680361882325
242,30.128124445383357
243,30.173415174861535
244,30.218553670645182
245,30.26354104045
246,30.308378379570804
247,30.353066771069567
248,30.397607285959893
249,30.442000983387985
250,30.4862489108102
251,30.530352104167257
252,30.574311588055178
253,30.618128375893033
254,30.661803470087577
255,30.705337862194824
256,30.748732533078645
257,30.791988453066434
258,30.835106582101954
259,30.87808786989536
260,30.92093325607051
261,30.96364367030961
262,31.006220032495253
263,31.048663252849877
264,31.09097423207276
265,31.133153861474558
266,31.175203023109443
267,31.21712258990491
268,31.25891342578929
269,31.300576385817028
270,31.34211231629175
271,31.383522054887205
272,31.424806430766083
273,31.465966264696785
274,31.50700236916818
275,31.547915548502385
276,31.588706598965597
277,31.629376308877056
278,31.669925458716147
279,31.71035482122767
280,31.75066516152535
281,31.790857237193595
282,31.830931798387546
283,31.870889587931455
284,31.91073134141543
285,31.95045778729057
286,31.99006964696251
287,32.02956763488345
288,32.068952458642656
289,32.10822481905547
290,32.1473854102509
291,32.18643491975773
292,32.22537402858931
293,32.26420341132689
294,32.302923736201684
295,32.34153566517558
296,32.38003985402055
297,32.418436952396846
298,32.45672760392987
299,32.49491244628592
300,32.53299211124668
301,32.570967224782514
302,32.60883840712472
303,32.64660627283652
304,32.68427143088305
305,32.72183448470019
306,32.75929603226237
307,32.796656666149325
308,32.833916973611814
309,32.87107753663633
310,32.90813893200881
311,32.945101731377434
312,32.981966501314375
313,33.01873380337669
314,33.055404194166265
315,33.09197822538886
316,33.128456443912256
317,33.16483939182358
318,33.201127606485684
319,33.237321620592795
320,37.81887650767981
321,37.85488370035809
322,37.890798263095874
323,37.92662071045254
324,37.96235155258473
325,37.99799129529723
326,38.033540440093134
327,38.068999484223184
328,38.10436892073452
329,38.13964923851865
330,38.174840922358726
331,33.66448990752165
332,33.6995057616222
333,33.734434411941045
334,33.76927632728761
335,33.80403197258955
336,33.838701808936115
337,33.87328629362101
338,33.90778588018453
339,33.94220101845519
340,33.97653215459074
341,34.01077973111863
342,34.044944186975876
343,34.0790259575484
344,34.113025474709865
345,34.14694316685988
346,34.18077945896178
347,34.21453477257983
348,34.24820952591595
349,34.2818041338459
350,34.31531900795507
351,34.34875455657363
352,34.38211118481138
353,34.41538929459198
354,34.44858928468686
355,34.481711550748535
356,34.5147564853436
357,34.54772447798519
358,34.580615915165104
359,34.6134311803854
360,34.64617065418965
361,34.67883471419379
362,34.711423735116476
363,34.743938088809145
364,34.77637814428563
365,34.8087442677514
366,34.841036822632425
367,34.873256169603664
368,34.90540266661719
369,34.93747666892994
370,34.96947852913112
371,35.00140859716928
372,35.03326722037898
373,35.0650547435072
374,39.64222605419387
375,39.673872401179445
376,39.705448667057524
377,39.73695518648172
378,39.76839229164497
379,39.79976031230396
380,39.831059575803245
381,39.86229040709908
382,39.893453128782966
383,39.92454806110487
384,39.95557552199618
385,35.441081281637835
386,35.471974744300894
387,35.50280167564137
388,35.53356238454027
389,35.5642571776706
390,35.59488635951872
391,35.62545023240536
392,35.65594909650645
393,35.68638324987363
394,35.7167529884546
395,35.74705860611314
396,40.32275494010348
397,40.352933189271695
398,40.383048186802334
399,40.413100218419345
400,40.443089567859495
401,40.47301651689106
402,40.502881345332234
403,40.53268433106939
404,40.562425750075064
405,40.59210587642577
406,40.62172498231957
407,36.105828792638945
408,36.13532666678613
409,36.16476432597284
410,36.194142035055236
411,36.22346005709598
412,36.252718653380605
413,36.281918083433766
414,36.31105860503524
415,40.88559501969033
416,40.91461849082731
417,40.94358381654023
418,40.97249124778602
419,41.001341033854125
420,41.030133422381546
421,41.05886865936757
422,41.08754698918841
423,41.11616865461169
424,41.14473389681071
425,41.17324295537862
426,36.65624152288781
427,36.68463892672195
428,36.7129808563624
429,36.74126754521988
430,36.7694992251933
431,36.79767612668301
